"image","xmin","ymin","xmax","ymax","label"
"0511-08322989295.png",95,300,109,345,2
"0511-08322989314.png",163,296,178,343,2
"0511-08322989314.png",228,300,243,343,2
"0511-08322989314.png",96,295,113,341,2
"0511-08323089354.png",101,280,119,332,2
"0511-08323089354.png",175,284,192,334,2
"0511-08323089354.png",248,287,264,336,2
"0511-08323189374.png",101,271,119,326,2
"0511-08323189374.png",179,275,197,328,2
"0511-08323189374.png",256,278,275,330,2
"0511-08323189394.png",177,268,196,324,2
"0511-08323189394.png",258,271,278,326,2
"0511-08323189394.png",93,265,111,322,2
"0511-08323189414.png",173,255,193,316,2
"0511-08323189414.png",262,259,282,320,2
"0511-08323189414.png",83,251,103,312,2
"0511-08323289454.png",164,230,189,302,2
"0511-08323289454.png",268,235,293,306,2
"0511-08323289454.png",61,227,84,296,2
"0511-08323389474.png",160,213,186,291,2
"0511-08323389474.png",274,219,300,295,2
"0511-08323389474.png",46,208,72,285,2
"0511-08323489534.png",0,115,24,223,2
"0511-08323489534.png",145,123,180,228,2
"0511-08323489534.png",300,131,334,236,2
"0511-08323489554.png",134,76,176,198,2
"0511-08323489554.png",312,88,353,206,2
"0511-08323589574.png",133,19,182,160,2
"0511-08323589574.png",340,31,387,170,2
"0511-08333992794.png",40,352,50,379,2
"0511-08333992794.png",5,352,14,378,2
"0511-08333992794.png",76,355,86,379,2
"0511-08333992814.png",0,352,8,379,2
"0511-08333992814.png",36,350,45,377,2
"0511-08333992814.png",72,353,81,378,2
"0511-08334092854.png",3,344,14,373,2
"0511-08334092854.png",43,347,53,375,2
"0511-08334092854.png",82,349,91,376,2
"0511-08334192894.png",120,343,130,373,2
"0511-08334192894.png",37,340,47,372,2
"0511-08334192894.png",79,341,89,373,2
"0511-08334292934.png",112,339,124,369,2
"0511-08334292934.png",156,338,167,370,2
"0511-08334292934.png",67,336,80,368,2
"0511-08334292954.png",128,335,139,368,2
"0511-08334292954.png",173,336,185,369,2
"0511-08334292954.png",82,333,93,366,2
"0511-08334392974.png",143,332,154,366,2
"0511-08334392974.png",189,334,202,368,2
"0511-08334392974.png",94,330,107,364,2
"0511-08334392994.png",106,326,119,361,2
"0511-08334392994.png",156,329,168,364,2
"0511-08334392994.png",205,330,217,366,2
"0511-08334393014.png",117,322,130,360,2
"0511-08334393014.png",169,325,182,360,2
"0511-08334393014.png",219,327,232,362,2
"0511-08334493034.png",126,318,141,356,2
"0511-08334493034.png",181,321,194,357,2
"0511-08334493034.png",235,323,248,359,2
"0511-08334593094.png",148,302,163,345,2
"0511-08334593094.png",210,305,225,347,2
"0511-08334593094.png",272,307,287,352,2
"0511-08334593114.png",150,296,167,342,2
"0511-08334593114.png",216,298,233,344,2
"0511-08334593114.png",281,301,297,346,2
"0511-08334693134.png",151,289,169,336,2
"0511-08334693134.png",221,291,238,339,2
"0511-08334693134.png",288,293,306,341,2
"0511-08334693155.png",148,282,168,332,2
"0511-08334693155.png",223,283,240,334,2
"0511-08334693155.png",295,287,313,339,2
"0511-08334793214.png",131,253,151,316,2
"0511-08334793214.png",220,258,241,318,2
"0511-08334793214.png",307,263,330,323,2
"0511-08334893234.png",119,239,143,306,2
"0511-08334893234.png",216,244,240,312,2
"0511-08334893234.png",311,248,335,316,2
"0511-08334993274.png",208,213,236,293,2
"0511-08334993274.png",320,221,349,299,2
"0511-08334993274.png",93,208,121,287,2
"0511-08334993294.png",203,189,232,276,2
"0511-08334993294.png",326,196,356,280,2
"0511-08334993294.png",75,183,107,271,2
"0511-08335093335.png",191,118,230,226,2
"0511-08335093335.png",31,108,70,217,2
"0511-08335093335.png",346,128,383,233,2
"0511-08335193374.png",177,19,227,162,2
"0511-083710103334.png",183,355,192,382,2
"0511-083710103334.png",220,356,229,382,2
"0511-083710103334.png",256,357,264,384,2
"0511-083710103354.png",184,354,192,381,2
"0511-083710103354.png",221,355,229,380,2
"0511-083710103354.png",257,354,267,382,2
"0511-083711103374.png",184,351,195,378,2
"0511-083711103374.png",222,352,232,379,2
"0511-083711103374.png",261,352,271,380,2
"0511-083813106494.png",318,360,327,386,2
"0511-083813106494.png",353,360,363,385,2
"0511-083813106494.png",391,361,399,388,2
"0511-083814106554.png",278,354,287,379,2
"0511-083814106554.png",318,354,326,382,2
"0511-083814106554.png",357,352,367,381,2
"0511-083815106594.png",249,347,259,376,2
"0511-083815106594.png",292,347,302,376,2
"0511-083815106594.png",333,348,343,377,2
"0511-083816106634.png",228,340,239,370,2
"0511-083816106634.png",273,340,284,373,2
"0511-083816106634.png",319,341,330,373,2
"0511-083816106654.png",220,336,232,368,2
"0511-083816106654.png",266,337,278,369,2
"0511-083816106654.png",314,338,325,371,2
"0511-083817106694.png",205,329,216,363,2
"0511-083817106694.png",254,329,267,364,2
"0511-083817106694.png",306,330,317,366,2
"0511-083817106714.png",197,325,209,359,2
"0511-083817106714.png",249,323,262,361,2
"0511-083817106714.png",303,326,315,362,2
"0511-083818106734.png",189,319,202,357,2
"0511-083818106734.png",243,319,257,359,2
"0511-083818106734.png",299,320,312,359,2
"0511-083818106754.png",180,312,193,354,2
"0511-083818106754.png",239,314,252,354,2
"0511-083818106754.png",296,316,310,356,2
"0511-083819106774.png",172,307,186,350,2
"0511-083819106774.png",231,308,246,351,2
"0511-083819106774.png",293,310,307,352,2
"0511-083819106794.png",163,301,177,345,2
"0511-083819106794.png",225,302,241,347,2
"0511-083819106794.png",290,302,304,347,2
"0511-083819106814.png",152,293,167,339,2
"0511-083819106814.png",219,296,235,341,2
"0511-083819106814.png",287,296,303,344,2
"0511-083820106834.png",140,287,157,336,2
"0511-083820106834.png",212,288,229,338,2
"0511-083820106834.png",284,289,300,340,2
"0511-083820106854.png",130,278,147,329,2
"0511-083820106854.png",205,280,222,332,2
"0511-083820106854.png",281,281,299,334,2
"0511-083821106894.png",105,259,125,319,2
"0511-083821106894.png",191,261,212,319,2
"0511-083821106894.png",278,263,297,321,2
"0511-083821106914.png",104,247,125,310,2
"0511-083821106914.png",195,249,218,311,2
"0511-083821106914.png",289,250,310,314,2
"0511-083822106934.png",102,237,125,308,2
"0511-083822106934.png",202,239,226,308,2
"0511-083822106934.png",304,240,326,310,2
"0511-083822106954.png",101,220,126,294,2
"0511-083822106954.png",210,220,236,297,2
"0511-083822106954.png",320,223,345,300,2
"0511-083823106974.png",219,192,247,273,2
"0511-083823106974.png",340,193,367,276,2
"0511-083823106974.png",99,190,128,272,2
"0511-083823106994.png",230,174,259,266,2
"0511-083823106994.png",361,174,392,266,2
"0511-083823106994.png",96,175,127,263,2
"0511-083823107014.png",239,142,273,246,2
"0511-083823107014.png",389,143,416,247,2
"0511-083823107014.png",93,142,125,242,2
"0511-083824107054.png",219,46,264,180,2
"0511-083824107054.png",25,45,72,178,2
"0511-083825107074.png",203,0,256,141,2
"0511-084101114914.png",132,357,141,381,2
"0511-084101114914.png",59,353,70,379,2
"0511-084101114914.png",95,353,104,379,2
"0511-084314121483.png",221,359,229,384,2
"0511-084314121483.png",256,360,264,385,2
"0511-084314121483.png",291,363,300,385,2
"0511-084315121523.png",0,340,9,369,2
"0511-084315121523.png",40,342,51,370,2
"0511-084315121543.png",16,330,28,362,2
"0511-084315121543.png",63,332,75,365,2
"0511-084316121563.png",104,323,117,360,2
"0511-084316121563.png",115,321,116,324,2
"0511-084316121563.png",155,325,167,361,2
"0511-084316121563.png",51,321,66,357,2
"0511-084318121663.png",322,286,340,340,2
"0511-084318121663.png",395,289,413,341,2
"0511-084318121683.png",306,278,323,331,2
"0511-084318121683.png",384,280,401,334,2
"0511-084319121704.png",302,271,322,326,2
"0511-084319121704.png",386,271,406,329,2
"0511-084320121783.png",239,242,262,309,2
"0511-084320121783.png",339,246,361,314,2
"0511-084321121803.png",243,226,268,299,2
"0511-084321121803.png",352,230,376,301,2
"0511-084321121823.png",225,193,252,273,2
"0511-084321121823.png",344,199,370,279,2
"0511-084321121843.png",210,175,241,265,2
"0511-084321121843.png",342,181,371,270,2
"0511-084322121863.png",213,146,246,245,2
"0511-084322121863.png",358,153,392,250,2
"0511-084322121883.png",215,105,254,216,2
"0511-084322121883.png",379,114,416,224,2
"0511-084323121903.png",218,63,263,189,2
"0511-084323121923.png",223,15,273,160,2
"0511-084557129631.png",343,354,353,381,2
"0511-084557129631.png",383,354,392,382,2
"0511-104131270000.png",196,0,250,128,2
"0511-104328275880.png",204,200,234,283,2
"0511-104328275880.png",325,206,353,288,2
"0511-104328275880.png",83,192,111,275,2
"0511-104353277100.png",187,248,209,312,2
"0511-104353277100.png",280,251,302,316,2
"0511-104353277100.png",92,244,114,309,2
"0512-11232318458.png",196,57,240,187,2
"0512-11232318458.png",3,54,49,182,2
"0512-11232318458.png",386,61,416,190,2
"0512-11272330028.png",171,179,200,266,2
"0512-11272330028.png",294,185,324,269,2
"0512-11272330028.png",42,174,73,259,2
"0512-11333648648.png",150,318,163,357,2
"0512-11333648648.png",39,314,52,352,2
"0512-11333648648.png",95,318,106,353,2
"0512-11335049388.png",128,47,173,176,2
"0512-11335049388.png",321,57,366,184,2
"0512-11371658305.png",196,49,242,181,2
"0512-11371658305.png",2,49,50,176,2
"0512-11371658305.png",392,53,416,187,2
"0512-11441279145.png",148,291,164,339,2
"0512-11441279145.png",216,292,232,342,2
"0512-11441279145.png",286,293,302,341,2
"green08340594074.png",113,356,122,380,3
"green08340594074.png",149,357,158,382,3
"green08340594074.png",78,355,86,379,3
"green08340694154.png",137,348,148,375,3
"green08340694154.png",57,343,66,373,3
"green08340694154.png",98,345,107,375,3
"green08340894254.png",138,332,149,364,3
"green08340894254.png",41,330,54,361,3
"green08340894254.png",90,330,101,362,3
"green08341094354.png",128,309,143,351,3
"green08341094354.png",188,311,201,353,3
"green08341094354.png",69,305,83,347,3
"green08341294454.png",161,274,179,328,3
"green08341294454.png",239,279,257,332,3
"green08341294454.png",84,271,102,324,3
"green083711103395.png",185,349,196,376,3
"green083711103395.png",226,350,235,378,3
"green083711103395.png",265,350,275,378,3
"green083713103474.png",204,338,216,369,3
"green083713103474.png",250,341,260,370,3
"green083713103474.png",296,339,306,371,3
"green083714103535.png",236,328,249,363,3
"green083714103535.png",287,328,300,365,3
"green083714103535.png",340,329,353,366,3
"green083715103594.png",259,314,273,354,3
"green083715103594.png",318,314,332,355,3
"green083715103594.png",378,316,392,357,3
"green083716103635.png",226,300,241,345,3
"green083716103635.png",292,300,307,347,3
"green083716103635.png",357,302,373,346,3
"green083717103715.png",154,266,174,323,3
"green083717103715.png",236,267,257,324,3
"green083717103715.png",320,269,340,325,3
"green083719103814.png",193,181,223,266,3
"green083719103814.png",319,183,347,269,3
"green083719103814.png",69,180,97,264,3
"green083721103894.png",170,20,220,163,3
"green083721103894.png",383,22,416,165,3
"green083950111335.png",43,352,52,376,3
"green083950111335.png",7,350,16,375,3
"green083950111335.png",79,354,89,378,3
"green083951111415.png",37,343,46,370,3
"green083951111415.png",78,344,89,373,3
"green083953111474.png",110,334,120,367,3
"green083953111474.png",17,330,28,364,3
"green083953111474.png",63,332,73,366,3
"green083954111535.png",141,325,152,361,3
"green083954111535.png",38,322,49,357,3
"green083954111535.png",89,323,100,359,3
"green083956111654.png",115,291,132,339,3
"green083956111654.png",184,293,200,339,3
"green083956111654.png",46,287,62,334,3
"green083957111694.png",123,276,144,329,3
"green083957111694.png",200,278,219,329,3
"green083957111694.png",46,272,65,325,3
"green083958111754.png",136,244,156,311,3
"green083958111754.png",229,248,253,312,3
"green083958111754.png",39,241,61,305,3
"green083959111794.png",144,215,169,294,3
"green083959111794.png",255,221,280,296,3
"green083959111794.png",30,211,55,287,3
"green084103114994.png",125,347,134,375,3
"green084103114994.png",43,345,54,371,3
"green084103114994.png",84,345,94,373,3
"green084105115074.png",101,333,113,367,3
"green084105115074.png",147,336,159,368,3
"green084105115074.png",55,331,66,364,3
"green084106115134.png",120,322,131,357,3
"green084106115134.png",171,325,184,359,3
"green084106115134.png",67,320,78,356,3
"green084108115234.png",149,296,165,342,3
"green084108115234.png",215,296,230,343,3
"green084108115234.png",82,293,98,339,3
"green084109115314.png",178,261,197,321,3
"green084109115314.png",262,264,282,325,3
"green084109115314.png",92,259,111,317,3
"green084112115434.png",15,136,49,234,3
"green084112115434.png",162,142,196,243,3
"green084112115434.png",306,151,339,247,3
"green084251120343.png",199,124,236,232,3
"green084251120343.png",356,126,395,234,3
"green084251120343.png",42,122,80,228,3
"green084253120423.png",200,87,241,209,3
"green084253120423.png",27,85,67,204,3
"green084253120423.png",374,91,416,211,3
"green084254120483.png",12,59,57,185,3
"green084254120483.png",201,62,244,189,3
"green084254120483.png",390,63,416,195,3
"green084255120544.png",0,28,47,167,3
"green084255120544.png",202,31,250,169,3
"green084406124085.png",155,298,170,344,3
"green084406124085.png",22,293,39,341,3
"green084406124085.png",89,296,106,343,3
"green084407124125.png",10,282,27,331,3
"green084407124125.png",152,287,171,336,3
"green084407124125.png",81,284,99,335,3
"green084409124205.png",161,263,182,323,3
"green084409124205.png",74,257,96,319,3
"green084410124285.png",120,213,148,292,3
"green084410124285.png",232,219,260,297,3
"green084410124285.png",4,210,32,287,3
"green084411124325.png",108,164,140,255,3
"green084411124325.png",240,171,272,262,3
"green084412124385.png",242,90,284,208,3
"green084412124385.png",69,81,111,200,3
"green084447126145.png",181,249,202,312,3
"green084447126145.png",271,253,294,317,3
"green084447126145.png",85,244,109,309,3
"green084448126185.png",178,219,204,294,3
"green084448126185.png",288,224,314,301,3
"green084448126185.png",67,212,93,290,3
"green084449126245.png",190,83,230,203,3
"green084449126245.png",8,65,53,190,3
"green084601129811.png",156,310,171,352,3
"green084601129811.png",216,310,229,352,3
"green084601129811.png",276,310,289,353,3
"green084602129872.png",151,290,167,339,3
"green084602129872.png",221,291,237,339,3
"green084602129872.png",290,292,306,340,3
"green084652132359.png",35,330,47,361,3
"green084652132359.png",82,332,94,364,3
"green084653132419.png",31,298,47,341,3
"green084721133813.png",100,274,117,327,3
"green084721133813.png",177,278,194,330,3
"green084721133813.png",251,280,270,330,3
"green084723133913.png",160,231,186,302,3
"green084723133913.png",261,235,286,302,3
"green084723133913.png",56,226,83,296,3
"green084805136033.png",159,323,171,359,3
"green084805136033.png",211,325,223,361,3
"green084805136033.png",262,328,275,366,3
"green084806136093.png",106,231,130,302,3
"green084806136093.png",2,223,29,296,3
"green084919139733.png",263,321,276,362,3
"green084919139733.png",318,323,331,362,3
"green084919139733.png",375,323,388,361,3
"green103940265619.png",207,121,244,228,3
"green103940265619.png",366,124,403,232,3
"green103940265619.png",49,118,85,226,3
"green104022267719.png",173,271,192,324,3
"green104022267719.png",252,273,269,329,3
"green104022267719.png",93,267,112,322,3
"green104344276660.png",114,357,124,382,3
"green104344276660.png",149,358,158,382,3
"green104344276660.png",80,354,88,381,3
"green104345276720.png",102,350,112,375,3
"green104345276720.png",139,351,150,377,3
"green104345276720.png",63,349,72,375,3
"green104346276780.png",130,343,141,373,3
"green104346276780.png",44,339,55,369,3
"green104346276780.png",88,341,99,372,3
"green104347276840.png",136,334,148,367,3
"green104347276840.png",42,329,54,363,3
"green104347276840.png",89,331,101,364,3
"green104651286003.png",191,348,202,377,3
"green104651286003.png",232,349,241,377,3
"green104651286003.png",273,350,282,377,3
"green104651286041.png",202,343,212,373,3
"green104651286041.png",244,343,255,373,3
"green104651286041.png",288,343,299,375,3
"green104653286100.png",217,333,229,366,3
"green104653286100.png",266,332,278,368,3
"green104653286100.png",316,334,327,368,3
"green104654286161.png",237,319,249,358,3
"green104654286161.png",292,321,304,359,3
"green104654286161.png",348,321,360,359,3
"green104656286260.png",199,287,215,336,3
"green104656286260.png",270,287,288,339,3
"green104656286260.png",342,290,359,339,3
"green104657286300.png",169,270,188,326,3
"green104657286300.png",249,270,269,327,3
"green104657286300.png",331,270,350,328,3
"green104658286360.png",117,234,140,305,3
"green104658286360.png",217,237,241,307,3
"green104658286360.png",319,239,341,309,3
"green104700286460.png",11,92,49,208,3
"green104700286460.png",180,94,222,211,3
"green104700286460.png",353,97,393,214,3
"green104803289640.png",220,65,263,193,3
"green104803289640.png",35,65,78,189,3
"green104929293940.png",3,350,12,375,3
"green104929293940.png",41,348,49,375,3
"green104929293940.png",78,352,87,376,3
"green104931294020.png",0,341,9,368,3
"green104931294020.png",42,339,52,369,3
"green104931294020.png",84,342,94,370,3
"green104934294160.png",100,316,111,354,3
"green104934294160.png",154,318,166,355,3
"green104934294160.png",43,311,55,352,3
"green104934294180.png",103,310,115,350,3
"green104934294180.png",161,313,175,353,3
"green104934294180.png",45,309,59,349,3
"green105041297520.png",112,354,121,381,3
"green105041297520.png",39,350,48,378,3
"green105041297520.png",77,352,84,379,3
"green105041297540.png",111,352,121,377,3
"green105041297540.png",36,350,45,375,3
"green105041297540.png",75,349,83,376,3
"green105043297600.png",112,344,121,373,3
"green105043297600.png",29,342,39,370,3
"green105043297600.png",70,343,80,373,3
"green105043297640.png",136,340,147,370,3
"green105043297640.png",47,336,58,366,3
"green105043297640.png",92,339,102,368,3
"green105045297720.png",125,325,136,361,3
"green105045297720.png",177,325,188,362,3
"green105045297720.png",72,322,85,357,3
"green105046297780.png",140,310,152,350,3
"green105046297780.png",199,312,212,352,3
"green105046297780.png",80,306,93,348,3
"green105047297802.png",143,303,158,348,3
"green105047297802.png",205,306,220,348,3
"green105047297802.png",81,301,95,345,3
"green105050297980.png",176,214,201,289,3
"green105050297980.png",288,218,315,294,3
"green105050297980.png",61,208,86,287,3
"green105051298020.png",165,154,198,251,3
"green105051298020.png",24,149,56,244,3
"green105051298020.png",304,163,335,255,3
"green11211913646.png",115,348,125,375,3
"green11211913646.png",154,350,165,377,3
"green11211913646.png",193,350,203,379,3
"green11212313826.png",140,320,153,357,3
"green11212313826.png",193,323,207,359,3
"green11212313826.png",84,316,99,356,3
"green11212614006.png",183,257,204,316,3
"green11212614006.png",272,260,292,319,3
"green11212614006.png",92,253,114,312,3
"green11212814106.png",160,161,192,254,3
"green11212814106.png",17,155,52,247,3
"green11212814106.png",299,166,330,260,3
"green11223617486.png",119,345,128,374,3
"green11223617486.png",34,341,47,372,3
"green11223617486.png",78,343,88,373,3
"green11223717546.png",126,335,139,368,3
"green11223717546.png",172,336,184,369,3
"green11223717546.png",80,332,93,366,3
"green11224017686.png",147,302,163,347,3
"green11224017686.png",211,305,225,349,3
"green11224017686.png",272,307,287,352,3
"green11232818700.png",0,47,48,175,3
"green11232818700.png",193,49,237,185,3
"green11232818700.png",389,52,415,185,3
"green11245522630.png",0,40,46,172,3
"green11245522630.png",195,42,242,176,3
"green11253224468.png",119,350,129,376,3
"green11253224468.png",158,352,167,378,3
"green11253224468.png",196,354,205,379,3
"green11253324528.png",141,345,151,373,3
"green11253324528.png",183,345,193,375,3
"green11253324528.png",98,342,109,373,3
"green11253524628.png",133,327,145,362,3
"green11253524628.png",184,329,194,362,3
"green11253524628.png",82,325,95,360,3
"green11253824788.png",166,282,184,333,3
"green11253824788.png",240,284,257,336,3
"green11253824788.png",91,279,109,331,3
"green11254024848.png",182,254,201,316,3
"green11254024848.png",271,257,291,319,3
"green11254024848.png",89,250,112,312,3
"just_0000.png",195,157,203,179,3
"just_0001.png",195,157,203,180,3
"just_0002.png",195,157,203,180,3
"just_0078.png",192,158,201,184,3
"just_0079.png",192,158,200,184,1
"just_0102.png",185,155,195,185,1
"just_0103.png",184,154,194,185,1
"just_0105.png",184,154,193,185,1
"just_0108.png",182,155,192,186,1
"just_0109.png",181,153,191,185,1
"just_0114.png",179,152,189,185,1
"just_0123.png",175,151,185,187,1
"just_0128.png",172,150,183,188,1
"just_0132.png",167,149,179,188,1
"just_0137.png",163,146,175,188,1
"just_0138.png",161,145,174,187,1
"just_0140.png",159,144,171,186,2
"just_0141.png",158,144,171,186,2
"just_0143.png",156,142,169,185,2
"just_0145.png",152,140,165,184,2
"just_0146.png",152,140,165,184,2
"just_0147.png",149,139,162,184,2
"just_0150.png",144,142,157,189,2
"just_0155.png",135,143,150,194,2
"just_0159.png",128,141,143,194,2
"just_0164.png",115,138,133,195,2
"just_0166.png",110,136,127,195,2
"just_0170.png",94,136,112,201,2
"just_0171.png",91,136,109,201,2
"just_0172.png",85,135,105,202,2
"just_0173.png",83,134,103,201,2
"just_0175.png",70,132,92,202,2
"just_0177.png",60,129,82,201,2
"just_0181.png",37,125,63,203,2
"just_0183.png",26,122,51,205,2
"just_0184.png",17,120,44,206,2
"just_0185.png",8,118,38,208,2
"just_0186.png",4,118,32,207,2
"just_0255.png",0,117,25,206,2
"just_0260.png",20,120,47,206,2
"just_0263.png",31,123,57,204,2
"just_0265.png",41,124,68,204,3
"just_0266.png",45,125,70,202,3
"just_0269.png",57,127,81,203,3
"just_0272.png",70,130,91,202,3
"just_0274.png",78,132,99,202,3
"just_0277.png",88,134,108,203,3
"just_0281.png",100,137,120,200,3
"just_0284.png",112,138,128,201,3
"just_0287.png",120,138,137,199,3
"just_0290.png",129,139,146,195,3
"just_0293.png",135,140,152,195,3
"just_0296.png",143,141,158,195,3
"just_0300.png",152,142,166,194,3
"just_0304.png",157,143,171,194,3
"just_0311.png",167,145,180,193,3
"just_0315.png",169,143,183,189,3
"just_0349.png",181,148,193,186,3
"just_0359.png",183,149,195,187,3
"just_0367.png",186,151,196,187,3
"just_0387.png",189,153,199,185,3
"just_0389.png",190,153,199,186,1
"just_0394.png",191,153,200,185,1
"just_0421.png",194,155,203,185,1
"just_0453.png",194,155,202,186,2
"just_0529.png",184,150,195,188,2
"just_0534.png",180,149,193,188,2
"just_0546.png",173,144,185,187,2
"just_0553.png",167,141,181,188,2
"just_0556.png",164,143,177,191,2
"just_0560.png",157,142,171,194,2
"just_0565.png",145,139,160,193,2
"just_0568.png",136,139,153,194,2
"just_0572.png",121,137,138,195,2
"just_0575.png",110,135,129,196,3
"just_0577.png",103,135,122,198,3
"just_0579.png",99,135,117,199,3
"just_0581.png",95,134,114,198,3
"just_0587.png",82,133,101,200,3
"just_0590.png",79,133,99,200,3
"just_0700.png",77,132,97,203,1
"loop_0276.png",403,156,410,178,2
"loop_0277.png",392,156,398,178,2
"loop_0278.png",387,155,394,177,2
"loop_0279.png",377,155,385,178,2
"loop_0280.png",372,155,379,178,2
"loop_0281.png",363,155,370,177,2
"loop_0282.png",354,155,362,177,2
"loop_0283.png",350,155,357,175,2
"loop_0284.png",341,154,350,176,2
"loop_0285.png",339,155,346,176,2
"loop_0286.png",331,154,339,176,2
"loop_0288.png",321,155,329,176,2
"loop_0290.png",311,154,319,176,2
"loop_0292.png",300,155,309,177,2
"loop_0293.png",299,155,306,177,2
"loop_0294.png",293,154,302,178,2
"loop_0295.png",292,155,298,177,2
"loop_0296.png",287,156,294,178,2
"loop_0298.png",281,155,288,178,2
"loop_0299.png",278,154,285,178,2
"loop_0300.png",275,154,283,178,2
"loop_0301.png",271,155,278,177,2
"loop_0302.png",266,153,275,179,2
"loop_0303.png",264,154,273,179,2
"loop_0304.png",261,153,270,179,2
"loop_0305.png",259,154,269,179,2
"loop_0306.png",257,153,266,178,2
"loop_0307.png",253,154,264,181,2
"loop_0308.png",253,155,262,180,2
"loop_0309.png",250,153,260,180,2
"loop_0310.png",249,154,258,181,2
"loop_0311.png",247,154,254,179,2
"loop_0316.png",239,154,248,180,2
"loop_0325.png",230,150,241,180,2
"loop_0331.png",225,151,236,182,2
"loop_0334.png",223,151,234,183,2
"loop_0338.png",221,150,233,184,2
"loop_0342.png",218,150,230,186,2
"loop_0346.png",216,148,227,186,2
"loop_0349.png",213,147,225,186,2
"loop_0357.png",204,141,218,186,2
"loop_0361.png",200,140,215,186,2
"loop_0364.png",194,142,209,192,2
"loop_0368.png",186,139,203,191,2
"loop_0372.png",174,139,192,195,2
"loop_0375.png",168,136,185,194,2
"loop_0378.png",154,135,174,198,2
"loop_0380.png",145,135,165,198,2
"loop_0381.png",138,133,159,200,3
"loop_0382.png",130,133,151,199,3
"loop_0383.png",126,132,146,199,3
"loop_0384.png",117,131,138,201,3
"loop_0390.png",55,124,81,209,3
"loop_0391.png",36,122,63,209,3
"loop_0392.png",14,120,45,214,3
"loop_0651.png",406,157,413,180,2
"loop_0652.png",391,158,398,179,2
"loop_0653.png",383,157,390,178,2
"loop_0654.png",370,157,378,178,2
"loop_0655.png",364,157,371,178,2
"loop_0657.png",340,155,347,177,2
"loop_0659.png",325,154,333,177,2
"loop_0661.png",313,155,319,177,2
"loop_0663.png",301,155,308,178,2
"loop_0665.png",290,155,298,179,2
"loop_0667.png",280,155,287,179,2
"loop_0669.png",272,155,279,178,2
"loop_0671.png",265,153,274,179,2
"loop_0673.png",259,154,268,177,2
"loop_0675.png",253,154,263,179,2
"loop_0677.png",247,154,256,180,2
"loop_0679.png",242,153,250,180,2
"loop_0681.png",237,153,245,181,2
"loop_0683.png",233,154,242,182,2
"loop_0685.png",229,154,238,181,2
"loop_0687.png",223,151,234,180,2
"loop_0692.png",216,151,227,182,3
"loop_0694.png",214,151,225,183,3
"loop_0696.png",210,151,222,183,3
"loop_0698.png",208,150,219,184,3
"loop_0700.png",205,149,215,184,3
"loop_0702.png",200,150,213,185,3
"loop_0704.png",195,149,207,186,3
"loop_0709.png",182,146,196,186,3
"loop_0717.png",156,140,171,190,3
"loop_0719.png",148,141,163,192,3
"loop_0721.png",138,140,154,193,3
"loop_0724.png",119,136,136,193,3
"loop_0728.png",91,134,112,197,3
"loop_0730.png",74,134,96,200,3
